# Czas Amplituda
7.088889 -0.383038
7.091667 -0.440000
7.094444 -0.476962
7.097222 -0.491962
7.100000 -0.445000
7.102778 -0.408038
7.105556 -0.403038
7.108333 -0.455000
7.111111 -0.496962
7.113889 -0.506962
7.116667 -0.455000
7.119444 -0.408038
7.122222 -0.408038
7.125000 -0.450000
7.127778 -0.496962
7.130556 -0.501962
7.133333 -0.460000
7.136111 -0.418038
7.138889 -0.408038
7.141667 -0.470000
7.144444 -0.506962
7.147222 -0.526962
7.150000 -0.475000
7.152778 -0.438038
7.155556 -0.443038
7.158333 -0.485000
7.161111 -0.541962
7.163889 -0.541962
7.166667 -0.500000
7.169444 -0.458038
7.172222 -0.463038
7.175000 -0.510000
7.177778 -0.541962
7.180556 -0.541962
7.183333 -0.490000
7.186111 -0.438038
7.188889 -0.428038
7.191667 -0.450000
7.194444 -0.491962
7.197222 -0.481962
7.200000 -0.425000
7.202778 -0.373038
7.205556 -0.348038
7.208333 -0.385000
7.211111 -0.411962
7.213889 -0.401962
7.216667 -0.365000
7.219444 -0.313038
7.222222 -0.308038
7.225000 -0.345000
7.227778 -0.381962
7.230556 -0.381962
7.233333 -0.340000
7.236111 -0.288038
7.238889 -0.283038
7.241667 -0.335000
7.244444 -0.376962
7.247222 -0.381962
7.250000 -0.330000
7.252778 -0.293038
7.255556 -0.283038
7.258333 -0.330000
7.261111 -0.371962
7.263889 -0.376962
7.266667 -0.345000
7.269444 -0.283038
7.272222 -0.273038
7.275000 -0.315000
7.277778 -0.366962
7.280556 -0.376962
7.283333 -0.325000
7.286111 -0.288038
7.288889 -0.283038
7.291667 -0.330000
7.294444 -0.381962
7.297222 -0.381962
7.300000 -0.330000
7.302778 -0.293038
7.305556 -0.303038
7.308333 -0.345000
7.311111 -0.391962
7.313889 -0.406962
7.316667 -0.355000
7.319444 -0.298038
7.322222 -0.288038
7.325000 -0.340000
7.327778 -0.381962
7.330556 -0.381962
7.333333 -0.340000
7.336111 -0.298038
7.338889 -0.298038
7.341667 -0.340000
7.344444 -0.386962
7.347222 -0.391962
7.350000 -0.355000
7.352778 -0.298038
7.355556 -0.293038
7.358333 -0.340000
7.361111 -0.391962
7.363889 -0.391962
7.366667 -0.345000
7.369444 -0.308038
7.372222 -0.308038
7.375000 -0.350000
7.377778 -0.391962
7.380556 -0.391962
7.383333 -0.350000
7.386111 -0.308038
7.388889 -0.318038
7.391667 -0.365000
7.394444 -0.396962
7.397222 -0.401962
7.400000 -0.350000
7.402778 -0.313038
7.405556 -0.298038
7.408333 -0.345000
7.411111 -0.386962
7.413889 -0.386962
7.416667 -0.340000
7.419444 -0.303038
7.422222 -0.293038
7.425000 -0.335000
7.427778 -0.391962
7.430556 -0.381962
7.433333 -0.325000
7.436111 -0.278038
7.438889 -0.273038
7.441667 -0.325000
7.444444 -0.356962
7.447222 -0.356962
7.450000 -0.305000
7.452778 -0.253038
7.455556 -0.243038
7.458333 -0.270000
7.461111 -0.301962
7.463889 -0.306962
7.466667 -0.255000
7.469444 -0.198038
7.472222 -0.183038
7.475000 -0.215000
7.477778 -0.261962
7.480556 -0.261962
7.483333 -0.215000
7.486111 -0.183038
7.488889 -0.173038
7.491667 -0.225000
7.494444 -0.266962
7.497222 -0.271962
7.500000 -0.235000
7.502778 -0.183038
7.505556 -0.183038
7.508333 -0.230000
7.511111 -0.276962
7.513889 -0.266962
7.516667 -0.210000
7.519444 -0.168038
7.522222 -0.143038
7.525000 -0.205000
7.527778 -0.276962
7.530556 -0.301962
7.533333 -0.270000
7.536111 -0.223038
7.538889 -0.233038
7.541667 -0.290000
7.544444 -0.341962
7.547222 -0.351962
7.550000 -0.310000
7.552778 -0.283038
7.555556 -0.283038
7.558333 -0.340000
7.561111 -0.391962
7.563889 -0.396962
7.566667 -0.340000
7.569444 -0.298038
7.572222 -0.303038
7.575000 -0.360000
7.577778 -0.401962
7.580556 -0.406962
7.583333 -0.355000
7.586111 -0.318038
7.588889 -0.313038
7.591667 -0.360000
7.594444 -0.411962
7.597222 -0.401962
7.600000 -0.365000
7.602778 -0.318038
7.605556 -0.323038
7.608333 -0.360000
7.611111 -0.401962
7.613889 -0.406962
7.616667 -0.355000
7.619444 -0.333038
7.622222 -0.358038
7.625000 -0.435000
7.627778 -0.511962
7.630556 -0.526962
7.633333 -0.510000
7.636111 -0.503038
7.638889 -0.513038
7.641667 -0.490000
7.644444 -0.421962
7.647222 -0.281962
7.650000 -0.095000
7.652778 0.156962
7.655556 0.436962
7.658333 0.645000
7.661111 0.748038
7.663889 0.783038
7.666667 0.720000
7.669444 0.476962
7.672222 0.101962
7.675000 -0.270000
7.677778 -0.496962
7.680556 -0.561962
7.683333 -0.510000
7.686111 -0.418038
7.688889 -0.378038
7.691667 -0.390000
7.694444 -0.436962
7.697222 -0.441962
7.700000 -0.395000
7.702778 -0.353038
7.705556 -0.353038
7.708333 -0.400000
7.711111 -0.451962
7.713889 -0.441962
7.716667 -0.405000
7.719444 -0.358038
7.722222 -0.358038
7.725000 -0.400000
7.727778 -0.446962
7.730556 -0.451962
7.733333 -0.415000
7.736111 -0.363038
7.738889 -0.358038
7.741667 -0.395000
7.744444 -0.436962
7.747222 -0.441962
7.750000 -0.395000
7.752778 -0.358038
7.755556 -0.358038
7.758333 -0.410000
7.761111 -0.446962
7.763889 -0.461962
7.766667 -0.400000
7.769444 -0.368038
7.772222 -0.368038
7.775000 -0.400000
7.777778 -0.441962
7.780556 -0.446962
7.783333 -0.390000
7.786111 -0.348038
7.788889 -0.348038
7.791667 -0.390000
7.794444 -0.431962
7.797222 -0.446962
7.800000 -0.400000
7.802778 -0.358038
7.805556 -0.353038
7.808333 -0.395000
7.811111 -0.446962
7.813889 -0.451962
7.816667 -0.395000
7.819444 -0.363038
7.822222 -0.348038
7.825000 -0.400000
7.827778 -0.441962
7.830556 -0.436962
7.833333 -0.395000
7.836111 -0.363038
7.838889 -0.358038
7.841667 -0.395000
7.844444 -0.431962
7.847222 -0.436962
7.850000 -0.385000
7.852778 -0.343038
7.855556 -0.338038
7.858333 -0.380000
7.861111 -0.426962
7.863889 -0.431962
7.866667 -0.385000
7.869444 -0.343038
7.872222 -0.343038
7.875000 -0.390000
7.877778 -0.426962
7.880556 -0.436962
7.883333 -0.395000
7.886111 -0.353038
7.888889 -0.358038
7.891667 -0.405000
7.894444 -0.436962
7.897222 -0.456962
7.900000 -0.410000
7.902778 -0.368038
7.905556 -0.353038
7.908333 -0.410000
7.911111 -0.446962
7.913889 -0.446962
7.916667 -0.405000
7.919444 -0.373038
7.922222 -0.358038
7.925000 -0.405000
7.927778 -0.451962
7.930556 -0.451962
7.933333 -0.410000
7.936111 -0.368038
7.938889 -0.363038
7.941667 -0.395000
7.944444 -0.436962
7.947222 -0.421962
7.950000 -0.375000
7.952778 -0.318038
7.955556 -0.303038
7.958333 -0.330000
7.961111 -0.366962
7.963889 -0.361962
7.966667 -0.315000
7.969444 -0.283038
7.972222 -0.253038
7.975000 -0.290000
7.977778 -0.341962
7.980556 -0.341962
7.983333 -0.280000
7.986111 -0.233038
7.988889 -0.228038
7.991667 -0.265000
7.994444 -0.316962
7.997222 -0.321962
8.000000 -0.260000
8.002778 -0.213038
8.005556 -0.208038
8.008333 -0.250000
8.011111 -0.291962
8.013889 -0.296962
8.016667 -0.245000
8.019444 -0.203038
8.022222 -0.213038
8.025000 -0.255000
8.027778 -0.306962
8.030556 -0.306962
8.033333 -0.260000
8.036111 -0.213038
8.038889 -0.223038
8.041667 -0.260000
8.044444 -0.301962
8.047222 -0.306962
8.050000 -0.265000
8.052778 -0.208038
8.055556 -0.218038
8.058333 -0.255000
8.061111 -0.301962
8.063889 -0.306962
8.066667 -0.265000
8.069444 -0.208038
8.072222 -0.213038
8.075000 -0.260000
8.077778 -0.306962
8.080556 -0.306962
8.083333 -0.260000
8.086111 -0.218038
8.088889 -0.228038
8.091667 -0.270000
8.094444 -0.316962
8.097222 -0.311962
8.100000 -0.280000
8.102778 -0.228038
8.105556 -0.238038
8.108333 -0.275000
8.111111 -0.321962
8.113889 -0.316962
8.116667 -0.280000
8.119444 -0.238038
8.122222 -0.233038
8.125000 -0.280000
8.127778 -0.326962
8.130556 -0.336962
8.133333 -0.280000
8.136111 -0.238038
8.138889 -0.228038
8.141667 -0.280000
8.144444 -0.316962
8.147222 -0.316962
8.150000 -0.280000
8.152778 -0.238038
8.155556 -0.243038
8.158333 -0.280000
8.161111 -0.311962
8.163889 -0.316962
8.166667 -0.275000
8.169444 -0.238038
8.172222 -0.238038
8.175000 -0.285000
8.177778 -0.321962
8.180556 -0.326962
8.183333 -0.275000
8.186111 -0.238038
8.188889 -0.218038
8.191667 -0.255000
8.194444 -0.286962
8.197222 -0.291962
8.200000 -0.245000
8.202778 -0.208038
8.205556 -0.203038
8.208333 -0.235000
8.211111 -0.271962
8.213889 -0.266962
8.216667 -0.220000
8.219444 -0.163038
8.222222 -0.163038
8.225000 -0.195000
8.227778 -0.231962
8.230556 -0.221962
8.233333 -0.165000
8.236111 -0.133038
8.238889 -0.113038
8.241667 -0.150000
8.244444 -0.186962
8.247222 -0.211962
8.250000 -0.170000
8.252778 -0.123038
8.255556 -0.128038
8.258333 -0.180000
8.261111 -0.211962
8.263889 -0.216962
8.266667 -0.170000
8.269444 -0.128038
8.272222 -0.123038
8.275000 -0.150000
8.277778 -0.196962
8.280556 -0.181962
8.283333 -0.155000
8.286111 -0.148038
8.288889 -0.173038
8.291667 -0.230000
8.294444 -0.266962
8.297222 -0.286962
8.300000 -0.245000
8.302778 -0.223038
8.305556 -0.233038
8.308333 -0.290000
8.311111 -0.341962
8.313889 -0.331962
8.316667 -0.285000
8.319444 -0.248038
8.322222 -0.253038
8.325000 -0.300000
8.327778 -0.346962
8.330556 -0.351962
8.333333 -0.305000
8.336111 -0.273038
8.338889 -0.273038
8.341667 -0.315000
8.344444 -0.361962
8.347222 -0.361962
8.350000 -0.310000
8.352778 -0.283038
8.355556 -0.268038
8.358333 -0.310000
8.361111 -0.356962
8.363889 -0.366962
8.366667 -0.315000
8.369444 -0.273038
8.372222 -0.288038
8.375000 -0.350000
8.377778 -0.431962
8.380556 -0.466962
8.383333 -0.430000
8.386111 -0.393038
8.388889 -0.428038
8.391667 -0.525000
8.394444 -0.601962
8.397222 -0.596962
8.400000 -0.510000
8.402778 -0.413038
8.405556 -0.318038
8.408333 -0.250000
8.411111 -0.176962
8.413889 -0.001962
8.416667 0.265000
8.419444 0.561962
8.422222 0.776962
8.425000 0.855000
8.427778 0.803038
8.430556 0.648038
8.433333 0.410000
8.436111 0.106962
8.438889 -0.163038
8.441667 -0.390000
8.444444 -0.516962
8.447222 -0.546962
8.450000 -0.475000
8.452778 -0.388038
8.455556 -0.333038
8.458333 -0.355000
8.461111 -0.401962
8.463889 -0.411962
8.466667 -0.355000
8.469444 -0.313038
8.472222 -0.303038
8.475000 -0.345000
8.477778 -0.386962
8.480556 -0.386962
8.483333 -0.350000
8.486111 -0.313038
8.488889 -0.308038
8.491667 -0.350000
8.494444 -0.401962
8.497222 -0.406962
8.500000 -0.370000
8.502778 -0.313038
8.505556 -0.323038
8.508333 -0.360000
8.511111 -0.406962
8.513889 -0.411962
8.516667 -0.355000
8.519444 -0.303038
8.522222 -0.313038
8.525000 -0.360000
8.527778 -0.396962
8.530556 -0.401962
8.533333 -0.355000
8.536111 -0.323038
8.538889 -0.308038
8.541667 -0.340000
8.544444 -0.391962
8.547222 -0.386962
8.550000 -0.350000
8.552778 -0.303038
8.555556 -0.313038
8.558333 -0.355000
8.561111 -0.386962
8.563889 -0.391962
8.566667 -0.340000
8.569444 -0.308038
8.572222 -0.313038
8.575000 -0.360000
8.577778 -0.406962
8.580556 -0.411962
8.583333 -0.360000
8.586111 -0.308038
8.588889 -0.318038
8.591667 -0.350000
8.594444 -0.391962
8.597222 -0.396962
8.600000 -0.355000
8.602778 -0.303038
8.605556 -0.293038
8.608333 -0.340000
8.611111 -0.376962
8.613889 -0.376962
8.616667 -0.330000
8.619444 -0.288038
8.622222 -0.283038
8.625000 -0.330000
8.627778 -0.381962
8.630556 -0.376962
8.633333 -0.325000
8.636111 -0.293038
8.638889 -0.288038
8.641667 -0.340000
8.644444 -0.381962
8.647222 -0.376962
8.650000 -0.330000
8.652778 -0.288038
8.655556 -0.283038
8.658333 -0.330000
8.661111 -0.391962
8.663889 -0.396962
8.666667 -0.350000
8.669444 -0.308038
8.672222 -0.308038
8.675000 -0.355000
8.677778 -0.396962
8.680556 -0.411962
8.683333 -0.365000
8.686111 -0.323038
8.688889 -0.323038
8.691667 -0.360000
8.694444 -0.396962
8.697222 -0.411962
8.700000 -0.355000
8.702778 -0.313038
8.705556 -0.303038
8.708333 -0.345000
8.711111 -0.386962
8.713889 -0.381962
8.716667 -0.345000
8.719444 -0.283038
8.722222 -0.278038
8.725000 -0.315000
8.727778 -0.356962
8.730556 -0.361962
8.733333 -0.310000
8.736111 -0.258038
8.738889 -0.243038
8.741667 -0.280000
8.744444 -0.321962
8.747222 -0.306962
8.750000 -0.260000
8.752778 -0.213038
8.755556 -0.213038
8.758333 -0.245000
8.761111 -0.281962
8.763889 -0.291962
8.766667 -0.245000
8.769444 -0.208038
8.772222 -0.203038
8.775000 -0.245000
8.777778 -0.286962
8.780556 -0.281962
8.783333 -0.235000
8.786111 -0.193038
8.788889 -0.188038
8.791667 -0.230000
8.794444 -0.281962
8.797222 -0.291962
8.800000 -0.235000
8.802778 -0.198038
8.805556 -0.188038
8.808333 -0.235000
8.811111 -0.276962
8.813889 -0.286962
8.816667 -0.250000
8.819444 -0.193038
8.822222 -0.208038
8.825000 -0.245000
8.827778 -0.296962
8.830556 -0.296962
8.833333 -0.265000
8.836111 -0.218038
8.838889 -0.218038
8.841667 -0.260000
8.844444 -0.301962
8.847222 -0.296962
8.850000 -0.275000
8.852778 -0.218038
8.855556 -0.218038
8.858333 -0.270000
8.861111 -0.301962
8.863889 -0.316962
8.866667 -0.265000
8.869444 -0.228038
8.872222 -0.213038
8.875000 -0.275000
8.877778 -0.306962
8.880556 -0.316962
8.883333 -0.270000
8.886111 -0.233038
8.888889 -0.233038
